,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,transcription_factor,data_source,endedness,genetically_modified,nonzero_mean
147,EFO:0001182 TF ChIP-seq ZBTB11 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB11,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZBTB11,encode,paired,True,0.7706739902496338
148,EFO:0001182 TF ChIP-seq ZBTB12 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB12,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZBTB12,encode,paired,True,0.8083616495132446
149,EFO:0001182 TF ChIP-seq ZBTB17 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB17,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZBTB17,encode,paired,True,0.7136586904525757
150,EFO:0001182 TF ChIP-seq ZBTB20 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB20,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZBTB20,encode,paired,True,0.7374602556228638
151,EFO:0001182 TF ChIP-seq ZBTB21 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB21,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZBTB21,encode,paired,True,0.7684542536735535
152,EFO:0001182 TF ChIP-seq ZBTB26 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB26,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZBTB26,encode,paired,True,0.7079533338546753
153,EFO:0001182 TF ChIP-seq ZBTB44 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB44,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZBTB44,encode,paired,True,0.8045327067375183
154,EFO:0001182 TF ChIP-seq ZBTB48 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB48,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZBTB48,encode,paired,True,0.7695119976997375
155,EFO:0001182 TF ChIP-seq ZBTB6 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB6,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZBTB6,encode,paired,True,0.8042390942573547
156,EFO:0001182 TF ChIP-seq ZBTB8A genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB8A,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZBTB8A,encode,paired,True,0.7548887133598328
157,EFO:0001182 TF ChIP-seq ZEB1 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZEB1,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZEB1,encode,paired,True,0.769564151763916
158,EFO:0001182 TF ChIP-seq ZEB2 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZEB2,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZEB2,encode,paired,True,0.752129077911377
159,EFO:0001182 TF ChIP-seq ZFHX2 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZFHX2,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZFHX2,encode,paired,True,0.7410730123519897
160,EFO:0001182 TF ChIP-seq ZFP37 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZFP37,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZFP37,encode,paired,True,0.7604038119316101
161,EFO:0001182 TF ChIP-seq ZFP69B genetically modified (insertion) using site-specific recombination targeting H. sapiens ZFP69B,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZFP69B,encode,paired,True,0.7733308672904968
162,EFO:0001182 TF ChIP-seq ZIC2 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZIC2,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZIC2,encode,paired,True,0.761533796787262
163,EFO:0001182 TF ChIP-seq ZNF10 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF10,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF10,encode,paired,True,0.7837669253349304
164,EFO:0001182 TF ChIP-seq ZNF121 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF121,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF121,encode,paired,True,0.7637369632720947
165,EFO:0001182 TF ChIP-seq ZNF133 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF133,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF133,encode,paired,True,0.8034995794296265
166,EFO:0001182 TF ChIP-seq ZNF146 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF146,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF146,encode,paired,True,0.7877136468887329
167,EFO:0001182 TF ChIP-seq ZNF157 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF157,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF157,encode,paired,True,0.7927348613739014
168,EFO:0001182 TF ChIP-seq ZNF18 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF18,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF18,encode,paired,True,0.78887939453125
169,EFO:0001182 TF ChIP-seq ZNF189 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF189,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF189,encode,paired,True,0.7442852258682251
170,EFO:0001182 TF ChIP-seq ZNF2 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF2,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF2,encode,paired,True,0.7517942190170288
171,EFO:0001182 TF ChIP-seq ZNF24 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF24,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF24,encode,paired,True,0.7766969799995422
172,EFO:0001182 TF ChIP-seq ZNF263,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF263,encode,single,False,0.8777823448181152
173,EFO:0001182 TF ChIP-seq ZNF324 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF324,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF324,encode,paired,True,0.7764416337013245
174,EFO:0001182 TF ChIP-seq ZNF335 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF335,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF335,encode,paired,True,0.7333441376686096
175,EFO:0001182 TF ChIP-seq ZNF34 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF34,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF34,encode,paired,True,0.7890019416809082
176,EFO:0001182 TF ChIP-seq ZNF341 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF341,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF341,encode,paired,True,0.7654991149902344
177,EFO:0001182 TF ChIP-seq ZNF362 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF362,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF362,encode,paired,True,0.7579368948936462
178,EFO:0001182 TF ChIP-seq ZNF366 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF366,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF366,encode,paired,True,0.7277015447616577
179,EFO:0001182 TF ChIP-seq ZNF391 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF391,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF391,encode,paired,True,0.7941629886627197
180,EFO:0001182 TF ChIP-seq ZNF394 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF394,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF394,encode,paired,True,0.7468457221984863
181,EFO:0001182 TF ChIP-seq ZNF398 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF398,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF398,encode,paired,True,0.7506776452064514
182,EFO:0001182 TF ChIP-seq ZNF423 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF423,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF423,encode,paired,True,0.7970330119132996
183,EFO:0001182 TF ChIP-seq ZNF426 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF426,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF426,encode,paired,True,0.7861539125442505
184,EFO:0001182 TF ChIP-seq ZNF449 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF449,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF449,encode,paired,True,0.7909559011459351
185,EFO:0001182 TF ChIP-seq ZNF501 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF501,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF501,encode,paired,True,0.7524047493934631
186,EFO:0001182 TF ChIP-seq ZNF513 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF513,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF513,encode,paired,True,0.7850866317749023
187,EFO:0001182 TF ChIP-seq ZNF518A genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF518A,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF518A,encode,paired,True,0.8072378039360046
188,EFO:0001182 TF ChIP-seq ZNF558 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF558,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF558,encode,paired,True,0.7897545099258423
189,EFO:0001182 TF ChIP-seq ZNF561 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF561,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF561,encode,paired,True,0.7777495980262756
190,EFO:0001182 TF ChIP-seq ZNF580 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF580,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF580,encode,paired,True,0.7861317992210388
191,EFO:0001182 TF ChIP-seq ZNF585B genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF585B,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF585B,encode,paired,True,0.7945247292518616
192,EFO:0001182 TF ChIP-seq ZNF596 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF596,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF596,encode,paired,True,0.7928680777549744
193,EFO:0001182 TF ChIP-seq ZNF600 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF600,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF600,encode,paired,True,0.7199051380157471
194,EFO:0001182 TF ChIP-seq ZNF610 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF610,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF610,encode,paired,True,0.7791306972503662
195,EFO:0001182 TF ChIP-seq ZNF623 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF623,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF623,encode,paired,True,0.7774213552474976
196,EFO:0001182 TF ChIP-seq ZNF629 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF629,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF629,encode,paired,True,0.7427449822425842
197,EFO:0001182 TF ChIP-seq ZNF639 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF639,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF639,encode,paired,True,0.768902063369751
198,EFO:0001182 TF ChIP-seq ZNF654 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF654,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF654,encode,paired,True,0.840003252029419
199,EFO:0001182 TF ChIP-seq ZNF660 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF660,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF660,encode,paired,True,0.7775765061378479
200,EFO:0001182 TF ChIP-seq ZNF664 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF664,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF664,encode,paired,True,0.7865277528762817
201,EFO:0001182 TF ChIP-seq ZNF680 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF680,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF680,encode,paired,True,0.7925419807434082
202,EFO:0001182 TF ChIP-seq ZNF692 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF692,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF692,encode,paired,True,0.7554531097412109
203,EFO:0001182 TF ChIP-seq ZNF76 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF76,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF76,encode,paired,True,0.7747834324836731
204,EFO:0001182 TF ChIP-seq ZNF770 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF770,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF770,encode,paired,True,0.7817620038986206
205,EFO:0001182 TF ChIP-seq ZNF843 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF843,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZNF843,encode,paired,True,0.7666009664535522
206,EFO:0001182 TF ChIP-seq ZSCAN21 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZSCAN21,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZSCAN21,encode,paired,True,0.7539019584655762
207,EFO:0001182 TF ChIP-seq ZSCAN30 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZSCAN30,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZSCAN30,encode,paired,True,0.8173872828483582
208,EFO:0001182 TF ChIP-seq ZSCAN4 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZSCAN4,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZSCAN4,encode,paired,True,0.7768357992172241
209,EFO:0001182 TF ChIP-seq ZSCAN5C genetically modified (insertion) using site-specific recombination targeting H. sapiens ZSCAN5C,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZSCAN5C,encode,paired,True,0.7876642346382141
210,EFO:0001182 TF ChIP-seq ZXDB genetically modified (insertion) using site-specific recombination targeting H. sapiens ZXDB,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZXDB,encode,paired,True,0.7552258968353271
211,EFO:0001184 TF ChIP-seq ELF4,.,TF ChIP-seq,EFO:0001184,HEK293T,cell_line,embryonic,ELF4,encode,paired,False,0.7921107411384583
212,EFO:0001184 TF ChIP-seq L3MBTL2,.,TF ChIP-seq,EFO:0001184,HEK293T,cell_line,embryonic,L3MBTL2,encode,paired,False,0.7604330778121948
213,EFO:0001184 TF ChIP-seq PKNOX1,.,TF ChIP-seq,EFO:0001184,HEK293T,cell_line,embryonic,PKNOX1,encode,paired,False,0.7313826680183411
214,EFO:0001184 TF ChIP-seq ZFX,.,TF ChIP-seq,EFO:0001184,HEK293T,cell_line,embryonic,ZFX,encode,paired,False,0.8459454774856567
215,EFO:0001184 TF ChIP-seq ZNF384,.,TF ChIP-seq,EFO:0001184,HEK293T,cell_line,embryonic,ZNF384,encode,paired,False,0.7724091410636902
216,EFO:0001187 TF ChIP-seq AFF4 genetically modified (insertion) using CRISPR targeting H. sapiens AFF4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,AFF4,encode,single,True,1.0958333015441895
217,EFO:0001187 TF ChIP-seq AGO2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,AGO2,encode,single,False,1.1765327453613281
218,EFO:0001187 TF ChIP-seq AHDC1 genetically modified (insertion) using CRISPR targeting H. sapiens AHDC1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,AHDC1,encode,single,True,0.7505130171775818
219,EFO:0001187 TF ChIP-seq AHR genetically modified (insertion) using CRISPR targeting H. sapiens AHR,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,AHR,encode,single,True,1.0706480741500854
220,EFO:0001187 TF ChIP-seq AKAP8 genetically modified (insertion) using CRISPR targeting H. sapiens AKAP8,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,AKAP8,encode,single,True,0.9373123049736023
221,EFO:0001187 TF ChIP-seq ARHGAP35 genetically modified (insertion) using CRISPR targeting H. sapiens ARHGAP35,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ARHGAP35,encode,single,True,0.8258343935012817
222,EFO:0001187 TF ChIP-seq ARID2 genetically modified (insertion) using CRISPR targeting H. sapiens ARID2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ARID2,encode,single,True,0.7711448669433594
223,EFO:0001187 TF ChIP-seq ARID3A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ARID3A,encode,single,False,0.9498363733291626
224,EFO:0001187 TF ChIP-seq ARID3A genetically modified (insertion) using CRISPR targeting H. sapiens ARID3A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ARID3A,encode,single,True,0.7250580787658691
225,EFO:0001187 TF ChIP-seq ARID4A genetically modified (insertion) using CRISPR targeting H. sapiens ARID4A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ARID4A,encode,single,True,0.7641783952713013
226,EFO:0001187 TF ChIP-seq ARID4B genetically modified (insertion) using CRISPR targeting H. sapiens ARID4B,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ARID4B,encode,single,True,0.9257237315177917
227,EFO:0001187 TF ChIP-seq ARID5B genetically modified (insertion) using CRISPR targeting H. sapiens ARID5B,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ARID5B,encode,single,True,0.8131709098815918
228,EFO:0001187 TF ChIP-seq ARNT2 genetically modified (insertion) using CRISPR targeting H. sapiens ARNT2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ARNT2,encode,single,True,0.8979248404502869
229,EFO:0001187 TF ChIP-seq ARNTL genetically modified (insertion) using CRISPR targeting H. sapiens ARNTL,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ARNTL,encode,single,True,0.8796525597572327
230,EFO:0001187 TF ChIP-seq ASH2L,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ASH2L,encode,single,False,0.7842143177986145
231,EFO:0001187 TF ChIP-seq ATF1 genetically modified (insertion) using CRISPR targeting H. sapiens ATF1,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ATF1,encode,single,True,0.7178052663803101
232,EFO:0001187 TF ChIP-seq ATF2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ATF2,encode,paired,False,0.8266690969467163
233,EFO:0001187 TF ChIP-seq ATF2 genetically modified (insertion) using CRISPR targeting H. sapiens ATF2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ATF2,encode,single,True,0.8733900785446167
234,EFO:0001187 TF ChIP-seq ATF3 genetically modified (insertion) using CRISPR targeting H. sapiens ATF3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ATF3,encode,single,True,0.9405274391174316
235,EFO:0001187 TF ChIP-seq ATF4 genetically modified (insertion) using CRISPR targeting H. sapiens ATF4,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ATF4,encode,single,True,0.7163546085357666
236,EFO:0001187 TF ChIP-seq ATF7,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ATF7,encode,paired,False,0.7905319333076477
237,EFO:0001187 TF ChIP-seq ATF7 genetically modified (insertion) using CRISPR targeting H. sapiens ATF7,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ATF7,encode,single,True,0.857157289981842
238,EFO:0001187 TF ChIP-seq ATF7-NPFF genetically modified (insertion) using CRISPR targeting H. sapiens ATF7,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,ATF7-NPFF,encode,single,True,0.8894299268722534
239,EFO:0001187 TF ChIP-seq BATF2 genetically modified (insertion) using CRISPR targeting H. sapiens BATF2,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,BATF2,encode,single,True,0.8882627487182617
240,EFO:0001187 TF ChIP-seq BAZ2A genetically modified (insertion) using CRISPR targeting H. sapiens BAZ2A,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,BAZ2A,encode,single,True,0.9506245255470276
241,EFO:0001187 TF ChIP-seq BCL3 genetically modified (insertion) using CRISPR targeting H. sapiens BCL3,.,TF ChIP-seq,EFO:0001187,HepG2,cell_line,child,BCL3,encode,single,True,0.8422386050224304
