,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,gtex_tissue,data_source,endedness,genetically_modified,nonzero_mean
326,CL:0002451 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0002451,mammary stem cell,primary_cell,adult,,encode,paired,False,0.10450329631567001
327,CL:0002518 total RNA-seq,-,total RNA-seq,CL:0002518,kidney epithelial cell,primary_cell,"embryonic,newborn",,encode,paired,False,0.21991325914859772
328,CL:0002539 total RNA-seq,-,total RNA-seq,CL:0002539,aortic smooth muscle cell,primary_cell,adult,,encode,paired,False,0.09520107507705688
329,CL:0002540 total RNA-seq,-,total RNA-seq,CL:0002540,mesenchymal stem cell of the bone marrow,primary_cell,adult,,encode,paired,False,0.08873797953128815
330,CL:0002543 total RNA-seq,-,total RNA-seq,CL:0002543,vein endothelial cell,primary_cell,adult,,encode,paired,False,0.10826694965362549
331,CL:0002545 total RNA-seq,-,total RNA-seq,CL:0002545,thoracic aorta endothelial cell,primary_cell,adult,,encode,paired,False,0.09417527914047241
332,CL:0002547 total RNA-seq,-,total RNA-seq,CL:0002547,fibroblast of the aortic adventitia,primary_cell,adult,,encode,paired,False,0.09536469727754593
333,CL:0002551 total RNA-seq,-,total RNA-seq,CL:0002551,fibroblast of dermis,primary_cell,adult,,encode,paired,False,0.08617620915174484
334,CL:0002553 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0002553,fibroblast of lung,primary_cell,adult,,encode,paired,False,0.24327409267425537
335,CL:0002553 total RNA-seq,-,total RNA-seq,CL:0002553,fibroblast of lung,primary_cell,adult,,encode,paired,False,0.09721297770738602
336,CL:0002558 total RNA-seq,-,total RNA-seq,CL:0002558,fibroblast of villous mesenchyme,primary_cell,newborn,,encode,paired,False,0.09518136084079742
337,CL:0002568 total RNA-seq,-,total RNA-seq,CL:0002568,mesenchymal stem cell of Wharton's jelly,primary_cell,newborn,,encode,paired,False,0.0961650162935257
338,CL:0002570 total RNA-seq,-,total RNA-seq,CL:0002570,mesenchymal stem cell of adipose,primary_cell,adult,,encode,paired,False,0.09018003195524216
339,CL:0002577 total RNA-seq,-,total RNA-seq,CL:0002577,placental epithelial cell,primary_cell,newborn,,encode,paired,False,0.11396694928407669
340,CL:0002583 total RNA-seq,-,total RNA-seq,CL:0002583,subcutaneous preadipocyte,primary_cell,adult,,encode,paired,False,0.10257883369922638
341,CL:0002584 total RNA-seq,-,total RNA-seq,CL:0002584,renal cortical epithelial cell,primary_cell,adult,,encode,paired,False,0.10081365704536438
342,CL:0002591 total RNA-seq,-,total RNA-seq,CL:0002591,smooth muscle cell of the pulmonary artery,primary_cell,adult,,encode,paired,False,0.09092094004154205
343,CL:0002592 total RNA-seq,-,total RNA-seq,CL:0002592,smooth muscle cell of the coronary artery,primary_cell,adult,,encode,paired,False,0.12711140513420105
344,CL:0002594 total RNA-seq,-,total RNA-seq,CL:0002594,smooth muscle cell of the umbilical artery,primary_cell,newborn,,encode,paired,False,0.10356000065803528
345,CL:0002597 total RNA-seq,-,total RNA-seq,CL:0002597,smooth muscle cell of bladder,primary_cell,adult,,encode,paired,False,0.09343661367893219
346,CL:0002598 total RNA-seq,-,total RNA-seq,CL:0002598,bronchial smooth muscle cell,primary_cell,adult,,encode,paired,False,0.10710306465625763
347,CL:0002600 total RNA-seq,-,total RNA-seq,CL:0002600,smooth muscle cell of trachea,primary_cell,adult,,encode,paired,False,0.11234711110591888
348,CL:0002601 total RNA-seq,-,total RNA-seq,CL:0002601,uterine smooth muscle cell,primary_cell,adult,,encode,paired,False,0.09602709114551544
349,CL:0002618 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,paired,False,0.189997598528862
350,CL:0002618 total RNA-seq,-,total RNA-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,0.15063536167144775
351,CL:0010002 total RNA-seq,-,total RNA-seq,CL:0010002,epithelial cell of umbilical artery,primary_cell,newborn,,encode,paired,False,0.15703600645065308
352,CL:0010003 total RNA-seq,-,total RNA-seq,CL:0010003,epithelial cell of alveolus of lung,primary_cell,"unknown,embryonic",,encode,paired,False,0.24646669626235962
353,CL:0011012 total RNA-seq,-,total RNA-seq,CL:0011012,neural crest cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.13397547602653503
354,CL:0011019 total RNA-seq,-,total RNA-seq,CL:0011019,mesothelial cell of epicardium,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.08205718547105789
355,CL:0011020 total RNA-seq,-,total RNA-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,,encode,paired,False,0.11665403842926025
356,CL:1000458 total RNA-seq,-,total RNA-seq,CL:1000458,melanocyte of skin,primary_cell,adult,,encode,paired,False,0.11369024962186813
357,CL:1001568 total RNA-seq,-,total RNA-seq,CL:1001568,pulmonary artery endothelial cell,primary_cell,adult,,encode,paired,False,0.11397112160921097
358,CL:1001606 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,,encode,paired,False,0.1255163997411728
359,CL:1001606 total RNA-seq,-,total RNA-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,,encode,paired,False,0.14636552333831787
360,CL:1001608 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,,encode,paired,False,0.1319681853055954
361,CL:2000001 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,,encode,paired,False,0.1745203137397766
362,CL:2000007 total RNA-seq,-,total RNA-seq,CL:2000007,articular chondrocyte of knee joint,primary_cell,adult,,encode,paired,False,0.08014936000108719
363,CL:2000010 total RNA-seq,-,total RNA-seq,CL:2000010,dermis blood vessel endothelial cell,primary_cell,child,,encode,paired,False,0.13320288062095642
364,CL:2000011 total RNA-seq,-,total RNA-seq,CL:2000011,dermis lymphatic vessel endothelial cell,primary_cell,"child,adult",,encode,paired,False,0.11345934867858887
365,CL:2000016 total RNA-seq,-,total RNA-seq,CL:2000016,lung microvascular endothelial cell,primary_cell,adult,,encode,paired,False,0.126098170876503
366,CL:2000018 total RNA-seq,-,total RNA-seq,CL:2000018,endothelial cell of coronary artery,primary_cell,adult,,encode,paired,False,0.10375294089317322
367,CL:2000040 total RNA-seq,-,total RNA-seq,CL:2000040,bladder microvascular endothelial cell,primary_cell,adult,,encode,paired,False,0.10876604169607162
368,CL:2000041 total RNA-seq,-,total RNA-seq,CL:2000041,dermis microvascular lymphatic vessel endothelial cell,primary_cell,adult,,encode,paired,False,0.11738797277212143
369,CL:2000045 polyA plus RNA-seq,-,polyA plus RNA-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,,encode,paired,False,0.10135364532470703
370,CL:2000066 total RNA-seq,-,total RNA-seq,CL:2000066,cardiac ventricle fibroblast,primary_cell,"adult,unknown",,encode,paired,False,0.23313458263874054
371,CL:2000067 total RNA-seq,-,total RNA-seq,CL:2000067,cardiac atrium fibroblast,primary_cell,child,,encode,paired,False,0.45500898361206055
372,CL:2000068 total RNA-seq,-,total RNA-seq,CL:2000068,pericardium fibroblast,primary_cell,"embryonic,unknown",,encode,paired,False,0.4414302408695221
373,CL:2000071 total RNA-seq,-,total RNA-seq,CL:2000071,mammary microvascular endothelial cell,primary_cell,adult,,encode,paired,False,0.31211143732070923
374,CL:2000078 total RNA-seq,-,total RNA-seq,CL:2000078,placental pericyte,primary_cell,newborn,,encode,paired,False,0.10321545600891113
375,CL:2000092 total RNA-seq,-,total RNA-seq,CL:2000092,hair follicular keratinocyte,primary_cell,adult,,encode,paired,False,0.3467121720314026
376,CL:2000093 total RNA-seq,-,total RNA-seq,CL:2000093,bronchus fibroblast of lung,primary_cell,unknown,,encode,paired,False,0.34249013662338257
377,CL:2000094 total RNA-seq,-,total RNA-seq,CL:2000094,nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa,primary_cell,adult,,encode,paired,False,0.09655441343784332
378,EFO:0001086 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0001086,A549,cell_line,adult,,encode,paired,False,0.12940572202205658
379,EFO:0001099 total RNA-seq,-,total RNA-seq,EFO:0001099,Caco-2,cell_line,adult,,encode,single,False,0.14284469187259674
380,EFO:0001187 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0001187,HepG2,cell_line,child,,encode,paired,False,0.17039045691490173
381,EFO:0001187 total RNA-seq,-,total RNA-seq,EFO:0001187,HepG2,cell_line,child,,encode,paired,False,0.1829448640346527
382,EFO:0001193 total RNA-seq,-,total RNA-seq,EFO:0001193,HT-29,cell_line,adult,,encode,paired,False,0.21550512313842773
383,EFO:0001196 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,paired,False,0.20879118144512177
384,EFO:0001196 total RNA-seq,-,total RNA-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,paired,False,0.11308588832616806
385,EFO:0001200 total RNA-seq,-,total RNA-seq,EFO:0001200,MCF 10A,cell_line,adult,,encode,single,False,0.16067937016487122
386,EFO:0001203 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0001203,MCF-7,cell_line,adult,,encode,paired,False,0.12140543013811111
387,EFO:0001203 total RNA-seq,-,total RNA-seq,EFO:0001203,MCF-7,cell_line,adult,,encode,single,False,0.19371487200260162
388,EFO:0002059 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0002059,HT1080,cell_line,adult,,encode,paired,False,0.17536093294620514
389,EFO:0002059 total RNA-seq,-,total RNA-seq,EFO:0002059,HT1080,cell_line,adult,,encode,paired,False,0.26604166626930237
390,EFO:0002067 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0002067,K562,cell_line,adult,,encode,paired,False,0.12911121547222137
391,EFO:0002067 total RNA-seq,-,total RNA-seq,EFO:0002067,K562,cell_line,adult,,encode,paired,False,0.09864901006221771
392,EFO:0002074 total RNA-seq,-,total RNA-seq,EFO:0002074,PC-3,cell_line,adult,,encode,paired,False,0.19547946751117706
393,EFO:0002101 total RNA-seq,-,total RNA-seq,EFO:0002101,A172,cell_line,adult,,encode,paired,False,0.28052324056625366
394,EFO:0002103 total RNA-seq,-,total RNA-seq,EFO:0002103,A375,cell_line,adult,,encode,paired,False,0.15175825357437134
395,EFO:0002106 total RNA-seq,-,total RNA-seq,EFO:0002106,A673,cell_line,child,,encode,single,False,0.13962921500205994
396,EFO:0002150 total RNA-seq,-,total RNA-seq,EFO:0002150,Caki2,cell_line,adult,,encode,paired,False,0.9990426301956177
397,EFO:0002179 total RNA-seq,-,total RNA-seq,EFO:0002179,G401,cell_line,child,,encode,paired,False,0.5957048535346985
398,EFO:0002184 total RNA-seq,-,total RNA-seq,EFO:0002184,H4,cell_line,adult,,encode,paired,False,0.5086643099784851
399,EFO:0002234 total RNA-seq,-,total RNA-seq,EFO:0002234,MG63,cell_line,child,,encode,paired,False,0.769120454788208
400,EFO:0002330 total RNA-seq,-,total RNA-seq,EFO:0002330,SJSA1,cell_line,adult,,encode,paired,False,0.21904774010181427
401,EFO:0002713 total RNA-seq,-,total RNA-seq,EFO:0002713,Panc1,cell_line,adult,,encode,single,False,0.23880760371685028
402,EFO:0002779 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0002779,BJ,cell_line,newborn,,encode,paired,False,0.21585357189178467
403,EFO:0002784 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0002784,GM12878,cell_line,adult,,encode,paired,False,0.10530221462249756
404,EFO:0002784 total RNA-seq,-,total RNA-seq,EFO:0002784,GM12878,cell_line,adult,,encode,paired,False,0.1013726070523262
405,EFO:0002791 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0002791,HeLa-S3,cell_line,adult,,encode,paired,False,0.15916843712329865
406,EFO:0002819 total RNA-seq,-,total RNA-seq,EFO:0002819,Calu3,cell_line,adult,,encode,single,False,0.136725053191185
407,EFO:0002824 total RNA-seq,-,total RNA-seq,EFO:0002824,HCT116,cell_line,adult,,encode,single,False,0.2341846525669098
408,EFO:0002847 total RNA-seq,-,total RNA-seq,EFO:0002847,PC-9,cell_line,unknown,,encode,single,False,0.13823053240776062
409,EFO:0003042 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0003042,H1,cell_line,embryonic,,encode,paired,False,0.10293757915496826
410,EFO:0003042 total RNA-seq,-,total RNA-seq,EFO:0003042,H1,cell_line,embryonic,,encode,single,False,0.1727115660905838
411,EFO:0003044 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0003044,NCI-H460,cell_line,unknown,,encode,paired,False,0.37686166167259216
412,EFO:0003044 total RNA-seq,-,total RNA-seq,EFO:0003044,NCI-H460,cell_line,unknown,,encode,paired,False,0.14361432194709778
413,EFO:0003045 total RNA-seq,-,total RNA-seq,EFO:0003045,H9,cell_line,embryonic,,encode,single,False,0.1480276882648468
414,EFO:0003072 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0003072,SK-N-SH,cell_line,child,,encode,paired,False,0.19397687911987305
415,EFO:0005697 total RNA-seq,-,total RNA-seq,EFO:0005697,M059J,cell_line,adult,,encode,paired,False,0.4214603304862976
416,EFO:0005698 total RNA-seq,-,total RNA-seq,EFO:0005698,Daoy,cell_line,child,,encode,paired,False,0.3396725654602051
417,EFO:0005712 total RNA-seq,-,total RNA-seq,EFO:0005712,RPMI7951,cell_line,adult,,encode,paired,False,0.23329555988311768
418,EFO:0005714 total RNA-seq,-,total RNA-seq,EFO:0005714,LHCN-M2,cell_line,adult,,encode,paired,False,0.18331725895404816
419,EFO:0005719 total RNA-seq,-,total RNA-seq,EFO:0005719,Karpas-422,cell_line,adult,,encode,paired,False,0.16822701692581177
420,EFO:0005720 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0005720,SK-MEL-5,cell_line,adult,,encode,paired,False,0.225653737783432
421,EFO:0005720 total RNA-seq,-,total RNA-seq,EFO:0005720,SK-MEL-5,cell_line,adult,,encode,paired,False,0.18815664947032928
422,EFO:0005721 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0005721,SK-N-DZ,cell_line,child,,encode,paired,False,0.2373400777578354
423,EFO:0005722 total RNA-seq,-,total RNA-seq,EFO:0005722,SJCRH30,cell_line,child,,encode,paired,False,0.11020320653915405
424,EFO:0005723 total RNA-seq,-,total RNA-seq,EFO:0005723,GM23248,cell_line,adult,,encode,paired,False,0.3644750416278839
425,EFO:0005904 total RNA-seq,-,total RNA-seq,EFO:0005904,H7,cell_line,embryonic,,encode,paired,False,0.19296839833259583
426,EFO:0006270 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0006270,AG04450,cell_line,embryonic,,encode,paired,False,0.1846042424440384
427,EFO:0006711 total RNA-seq,-,total RNA-seq,EFO:0006711,OCI-LY7,cell_line,adult,,encode,paired,False,0.14875547587871552
428,EFO:0007089 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0007089,HUES64,cell_line,embryonic,,encode,paired,False,0.29977187514305115
429,EFO:0007950 total RNA-seq,-,total RNA-seq,EFO:0007950,GM23338,cell_line,adult,,encode,paired,False,0.10916931182146072
430,EFO:0009318 total RNA-seq,-,total RNA-seq,EFO:0009318,HFFc6,cell_line,newborn,,encode,single,False,0.10509984195232391
431,EFO:0009747 total RNA-seq,-,total RNA-seq,EFO:0009747,WTC11,cell_line,adult,,encode,single,False,0.11312755942344666
432,EFO:0030018 polyA plus RNA-seq,-,polyA plus RNA-seq,EFO:0030018,BLaER1,cell_line,unknown,,encode,paired,False,0.15814301371574402
433,NTR:0000427 polyA plus RNA-seq,-,polyA plus RNA-seq,NTR:0000427,neurosphere,primary_cell,embryonic,,encode,paired,False,0.07274492084980011
434,NTR:0000491 total RNA-seq,-,total RNA-seq,NTR:0000491,Right ventricle myocardium inferior,tissue,adult,,encode,single,False,0.32427701354026794
435,NTR:0000492 total RNA-seq,-,total RNA-seq,NTR:0000492,Right ventricle myocardium superior,tissue,adult,,encode,single,False,0.288472443819046
436,NTR:0000493 total RNA-seq,-,total RNA-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,,encode,single,False,0.3049757480621338
437,NTR:0000494 total RNA-seq,-,total RNA-seq,NTR:0000494,left ventricle myocardium superior,tissue,adult,,encode,single,False,0.3131106197834015
438,NTR:0000856 polyA plus RNA-seq,-,polyA plus RNA-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,,encode,paired,False,0.163086399435997
439,NTR:0003013 polyA plus RNA-seq,-,polyA plus RNA-seq,NTR:0003013,placental basal plate,tissue,embryonic,,encode,paired,False,0.07087478041648865
440,UBERON:0000016 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000016,endocrine pancreas,tissue,adult,,encode,paired,False,0.08397355675697327
441,UBERON:0000019 total RNA-seq,-,total RNA-seq,UBERON:0000019,camera-type eye,tissue,embryonic,,encode,paired,False,0.0823257565498352
442,UBERON:0000056 total RNA-seq,-,total RNA-seq,UBERON:0000056,ureter,tissue,adult,,encode,single,False,0.1433965563774109
443,UBERON:0000081 total RNA-seq,-,total RNA-seq,UBERON:0000081,metanephros,tissue,embryonic,,encode,paired,False,0.06954433768987656
444,UBERON:0000088 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000088,trophoblast,tissue,embryonic,,encode,paired,False,0.06895212084054947
445,UBERON:0000305 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000305,amnion,tissue,embryonic,,encode,paired,False,0.05813951417803764
446,UBERON:0000317 total RNA-seq,-,total RNA-seq,UBERON:0000317,colonic mucosa,tissue,adult,,encode,single,False,0.23028472065925598
447,UBERON:0000473 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000473,testis,tissue,adult,,encode,paired,False,0.1770746260881424
448,UBERON:0000473 total RNA-seq,-,total RNA-seq,UBERON:0000473,testis,tissue,adult,,encode,paired,False,0.05251283198595047
449,UBERON:0000945 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000945,stomach,tissue,adult,,encode,paired,False,0.4686560034751892
450,UBERON:0000945 total RNA-seq,-,total RNA-seq,UBERON:0000945,stomach,tissue,adult,,encode,paired,False,0.21596461534500122
451,UBERON:0000947 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000947,aorta,tissue,adult,,encode,paired,False,0.3552292287349701
452,UBERON:0000947 total RNA-seq,-,total RNA-seq,UBERON:0000947,aorta,tissue,adult,,encode,single,False,0.10199231654405594
453,UBERON:0000948 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000948,heart,tissue,adult,,encode,paired,False,0.3406100273132324
454,UBERON:0000948 total RNA-seq,-,total RNA-seq,UBERON:0000948,heart,tissue,adult,,encode,paired,False,0.08766400068998337
455,UBERON:0000955 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000955,brain,tissue,adult,,encode,paired,False,0.6184623837471008
456,UBERON:0000992 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0000992,ovary,tissue,adult,,encode,paired,False,0.12122903764247894
457,UBERON:0000992 total RNA-seq,-,total RNA-seq,UBERON:0000992,ovary,tissue,adult,,encode,paired,False,0.11545416712760925
458,UBERON:0000995 total RNA-seq,-,total RNA-seq,UBERON:0000995,uterus,tissue,adult,,encode,paired,False,0.36165136098861694
459,UBERON:0000996 total RNA-seq,-,total RNA-seq,UBERON:0000996,vagina,tissue,adult,,encode,paired,False,0.23906712234020233
460,UBERON:0001013 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001013,adipose tissue,tissue,adult,,encode,paired,False,0.16599632799625397
461,UBERON:0001043 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001043,esophagus,tissue,adult,,encode,paired,False,0.09775491803884506
462,UBERON:0001072 total RNA-seq,-,total RNA-seq,UBERON:0001072,posterior vena cava,tissue,adult,,encode,single,False,0.12246505171060562
463,UBERON:0001114 total RNA-seq,-,total RNA-seq,UBERON:0001114,right lobe of liver,tissue,adult,,encode,paired,False,0.1526584029197693
464,UBERON:0001115 total RNA-seq,-,total RNA-seq,UBERON:0001115,left lobe of liver,tissue,adult,,encode,single,False,0.2238539606332779
465,UBERON:0001134 total RNA-seq,-,total RNA-seq,UBERON:0001134,skeletal muscle tissue,tissue,embryonic,,encode,paired,False,0.10401706397533417
466,UBERON:0001150 total RNA-seq,-,total RNA-seq,UBERON:0001150,body of pancreas,tissue,adult,,encode,paired,False,0.14467252790927887
467,UBERON:0001157 total RNA-seq,-,total RNA-seq,UBERON:0001157,transverse colon,tissue,adult,,encode,paired,False,0.09727869927883148
468,UBERON:0001159 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001159,sigmoid colon,tissue,adult,,encode,paired,False,0.3216996192932129
469,UBERON:0001159 total RNA-seq,-,total RNA-seq,UBERON:0001159,sigmoid colon,tissue,adult,,encode,paired,False,0.09938795119524002
470,UBERON:0001211 total RNA-seq,-,total RNA-seq,UBERON:0001211,Peyer's patch,tissue,adult,,encode,paired,False,0.10744151473045349
471,UBERON:0001255 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001255,urinary bladder,tissue,child,,encode,paired,False,0.2732574939727783
472,UBERON:0001255 total RNA-seq,-,total RNA-seq,UBERON:0001255,urinary bladder,tissue,embryonic,,encode,paired,False,0.06832712143659592
473,UBERON:0001264 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001264,pancreas,tissue,adult,,encode,paired,False,0.1047201007604599
474,UBERON:0001264 total RNA-seq,-,total RNA-seq,UBERON:0001264,pancreas,tissue,adult,,encode,single,False,0.10486374795436859
475,UBERON:0001322 total RNA-seq,-,total RNA-seq,UBERON:0001322,sciatic nerve,tissue,adult,,encode,single,False,0.12967179715633392
476,UBERON:0001323 total RNA-seq,-,total RNA-seq,UBERON:0001323,tibial nerve,tissue,adult,,encode,paired,False,0.1041068583726883
477,UBERON:0001383 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001383,muscle of leg,tissue,embryonic,,encode,paired,False,0.09429461508989334
478,UBERON:0001496 total RNA-seq,-,total RNA-seq,UBERON:0001496,ascending aorta,tissue,adult,,encode,paired,False,0.8633086085319519
479,UBERON:0001515 total RNA-seq,-,total RNA-seq,UBERON:0001515,thoracic aorta,tissue,adult,,encode,paired,False,0.10150252282619476
480,UBERON:0001723 total RNA-seq,-,total RNA-seq,UBERON:0001723,tongue,tissue,embryonic,,encode,paired,False,0.13978645205497742
481,UBERON:0001870 total RNA-seq,-,total RNA-seq,UBERON:0001870,frontal cortex,tissue,embryonic,,encode,paired,False,0.08561448007822037
482,UBERON:0001871 total RNA-seq,-,total RNA-seq,UBERON:0001871,temporal lobe,tissue,embryonic,,encode,paired,False,0.09795684367418289
483,UBERON:0001872 total RNA-seq,-,total RNA-seq,UBERON:0001872,parietal lobe,tissue,embryonic,,encode,paired,False,0.06359224021434784
484,UBERON:0001894 total RNA-seq,-,total RNA-seq,UBERON:0001894,diencephalon,tissue,embryonic,,encode,paired,False,0.07281812280416489
485,UBERON:0001987 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0001987,placenta,tissue,embryonic,,encode,paired,False,0.1648215502500534
486,UBERON:0001987 total RNA-seq,-,total RNA-seq,UBERON:0001987,placenta,tissue,embryonic,,encode,single,False,0.0722145363688469
487,UBERON:0002021 total RNA-seq,-,total RNA-seq,UBERON:0002021,occipital lobe,tissue,embryonic,,encode,paired,False,0.07937046885490417
488,UBERON:0002037 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002037,cerebellum,tissue,embryonic,,encode,paired,False,0.09561976045370102
489,UBERON:0002037 total RNA-seq,-,total RNA-seq,UBERON:0002037,cerebellum,tissue,embryonic,,encode,paired,False,0.04635050147771835
490,UBERON:0002046 total RNA-seq,-,total RNA-seq,UBERON:0002046,thyroid gland,tissue,adult,,encode,paired,False,0.07622677832841873
491,UBERON:0002048 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002048,lung,tissue,adult,,encode,paired,False,0.11917171627283096
492,UBERON:0002048 total RNA-seq,-,total RNA-seq,UBERON:0002048,lung,tissue,embryonic,,encode,paired,False,0.08134463429450989
493,UBERON:0002078 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002078,right cardiac atrium,tissue,adult,,encode,paired,False,0.10576710104942322
494,UBERON:0002078 total RNA-seq,-,total RNA-seq,UBERON:0002078,right cardiac atrium,tissue,adult,,encode,single,False,0.12184100598096848
495,UBERON:0002079 total RNA-seq,-,total RNA-seq,UBERON:0002079,left cardiac atrium,tissue,adult,,encode,single,False,0.15789535641670227
496,UBERON:0002080 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002080,heart right ventricle,tissue,adult,,encode,paired,False,0.17129531502723694
497,UBERON:0002080 total RNA-seq,-,total RNA-seq,UBERON:0002080,heart right ventricle,tissue,adult,,encode,single,False,0.1052015945315361
498,UBERON:0002084 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002084,heart left ventricle,tissue,adult,,encode,paired,False,0.13251028954982758
499,UBERON:0002084 total RNA-seq,-,total RNA-seq,UBERON:0002084,heart left ventricle,tissue,adult,,encode,paired,False,0.2699129581451416
500,UBERON:0002097 total RNA-seq,-,total RNA-seq,UBERON:0002097,skin of body,tissue,embryonic,,encode,paired,False,0.07668855786323547
501,UBERON:0002099 total RNA-seq,-,total RNA-seq,UBERON:0002099,cardiac septum,tissue,adult,,encode,single,False,0.200953409075737
502,UBERON:0002106 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002106,spleen,tissue,adult,,encode,paired,False,0.12643910944461823
503,UBERON:0002106 total RNA-seq,-,total RNA-seq,UBERON:0002106,spleen,tissue,adult,,encode,paired,False,0.08943069726228714
504,UBERON:0002107 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002107,liver,tissue,child,,encode,paired,False,0.37201911211013794
505,UBERON:0002107 total RNA-seq,-,total RNA-seq,UBERON:0002107,liver,tissue,embryonic,,encode,paired,False,0.1001405194401741
506,UBERON:0002108 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002108,small intestine,tissue,adult,,encode,paired,False,0.5083299279212952
507,UBERON:0002113 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002113,kidney,tissue,adult,,encode,paired,False,0.5964622497558594
508,UBERON:0002113 total RNA-seq,-,total RNA-seq,UBERON:0002113,kidney,tissue,adult,,encode,single,False,0.13756509125232697
509,UBERON:0002168 total RNA-seq,-,total RNA-seq,UBERON:0002168,left lung,tissue,adult,,encode,single,False,0.15085317194461823
510,UBERON:0002170 total RNA-seq,-,total RNA-seq,UBERON:0002170,upper lobe of right lung,tissue,adult,,encode,single,False,0.18277625739574432
511,UBERON:0002171 total RNA-seq,-,total RNA-seq,UBERON:0002171,lower lobe of right lung,tissue,adult,,encode,single,False,0.16713519394397736
512,UBERON:0002190 total RNA-seq,-,total RNA-seq,UBERON:0002190,subcutaneous adipose tissue,tissue,adult,,encode,paired,False,0.09430896490812302
513,UBERON:0002240 polyA plus RNA-seq,-,polyA plus RNA-seq,UBERON:0002240,spinal cord,tissue,embryonic,,encode,paired,False,0.08339249342679977
514,UBERON:0002240 total RNA-seq,-,total RNA-seq,UBERON:0002240,spinal cord,tissue,embryonic,,encode,paired,False,0.06603524088859558
515,UBERON:0002331 total RNA-seq,-,total RNA-seq,UBERON:0002331,umbilical cord,tissue,embryonic,,encode,paired,False,0.04299703985452652
516,UBERON:0002367 total RNA-seq,-,total RNA-seq,UBERON:0002367,prostate gland,tissue,adult,,encode,paired,False,0.13585683703422546
